GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON
Shot Chart Detail,0021201094,379,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,23.0,19.0,1,1,20130330,GSW,POR,2012-13
Shot Chart Detail,0021201094,381,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,10,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27.0,81.0,261.0,1,1,20130330,GSW,POR,2012-13
Shot Chart Detail,0021201094,386,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27.0,-169.0,213.0,1,0,20130330,GSW,POR,2012-13
Shot Chart Detail,0021201094,430,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,62.0,250.0,1,1,20130330,GSW,POR,2012-13
Shot Chart Detail,0021201094,433,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,55,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27.0,-105.0,255.0,1,0,20130330,GSW,POR,2012-13
Shot Chart Detail,0021201094,456,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,38,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18.0,-46.0,183.0,1,1,20130330,GSW,POR,2012-13
Shot Chart Detail,0021201094,462,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,45,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20.0,-119.0,165.0,1,1,20130330,GSW,POR,2012-13
Shot Chart Detail,0021201094,469,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27.0,140.0,238.0,1,1,20130330,GSW,POR,2012-13
Shot Chart Detail,0021201122,12,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,163.0,214.0,1,0,20130403,GSW,NOH,2012-13
Shot Chart Detail,0021201122,46,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,23,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,18.0,260.0,1,0,20130403,GSW,NOH,2012-13
Shot Chart Detail,0021201122,59,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,211.0,137.0,1,0,20130403,GSW,NOH,2012-13
Shot Chart Detail,0021201122,102,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,35,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18.0,141.0,126.0,1,0,20130403,GSW,NOH,2012-13
Shot Chart Detail,0021201122,105,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,10,Missed Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,231.0,-2.0,1,0,20130403,GSW,NOH,2012-13
Shot Chart Detail,0021201122,174,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,2,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,-7.0,255.0,1,1,20130403,GSW,NOH,2012-13
Shot Chart Detail,0021201122,186,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-10.0,20.0,1,1,20130403,GSW,NOH,2012-13
Shot Chart Detail,0021201122,206,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,32,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,149.0,220.0,1,1,20130403,GSW,NOH,2012-13
Shot Chart Detail,0021201122,219,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,48,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-168.0,189.0,1,1,20130403,GSW,NOH,2012-13
Shot Chart Detail,0021201122,223,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,8,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,233.0,1.0,1,0,20130403,GSW,NOH,2012-13
Shot Chart Detail,0021201122,349,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,17,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8.0,-64.0,53.0,1,0,20130403,GSW,NOH,2012-13
Shot Chart Detail,0021201122,369,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,45,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,-65.0,260.0,1,1,20130403,GSW,NOH,2012-13
Shot Chart Detail,0021201122,432,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27.0,-46.0,271.0,1,0,20130403,GSW,NOH,2012-13
Shot Chart Detail,0021201122,479,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,17.0,4.0,1,1,20130403,GSW,NOH,2012-13
Shot Chart Detail,0021201134,31,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,179.0,190.0,1,1,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201134,33,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,53,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13.0,53.0,119.0,1,1,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201134,52,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,-68.0,247.0,1,0,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201134,73,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,18,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8.0,-70.0,44.0,1,0,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201134,120,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-226.0,110.0,1,0,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201134,135,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,9.0,1,1,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201134,152,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,140.0,216.0,1,0,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201134,177,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,174.0,183.0,1,1,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201134,244,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28.0,-127.0,252.0,1,0,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201134,268,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,54,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,228.0,45.0,1,1,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201134,289,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,23.0,1.0,1,0,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201134,330,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,51.0,-171.0,490.0,1,0,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201134,347,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18.0,95.0,162.0,1,0,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201134,361,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,56,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8.0,-45.0,69.0,1,1,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201134,424,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22.0,1.0,224.0,1,0,20130405,PHX,GSW,2012-13
Shot Chart Detail,0021201151,2,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,45,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20.0,121.0,160.0,1,1,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,17,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,16,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16.0,163.0,45.0,1,1,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,23,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,11,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-100.0,231.0,1,1,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,33,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17.0,176.0,1.0,1,0,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,59,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,46,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,222.0,113.0,1,1,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,101,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,32,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21.0,-146.0,156.0,1,1,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,115,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22.0,166.0,148.0,1,0,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,126,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,59,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-174.0,203.0,1,1,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,149,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27.0,50.0,266.0,1,0,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,152,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,14,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8.0,0.0,83.0,1,0,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,176,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,50,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,-70.0,249.0,1,0,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,229,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17.0,-95.0,148.0,1,0,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,254,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,26,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,23.0,15.0,1,0,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,264,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,30,Made Shot,Running Bank shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16.0,-164.0,15.0,1,1,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,342,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,40,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19.0,138.0,137.0,1,0,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,398,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,28,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,13.0,249.0,1,1,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,413,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,51,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27.0,-183.0,201.0,1,0,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,440,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27.0,-2.0,276.0,1,0,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201151,448,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,1,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29.0,119.0,268.0,1,0,20130407,GSW,UTA,2012-13
Shot Chart Detail,0021201163,7,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,9,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,105.0,242.0,1,0,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,23,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19.0,-81.0,172.0,1,0,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,61,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,17.0,19.0,1,1,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,69,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,0,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21.0,129.0,167.0,1,0,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,144,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19.0,-125.0,145.0,1,1,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,150,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,44,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19.0,-127.0,148.0,1,0,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,200,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,56,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,-11.0,269.0,1,0,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,215,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,130.0,225.0,1,0,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,234,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,47,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27.0,24.0,276.0,1,1,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,237,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,23,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,-30.0,261.0,1,0,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,243,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,44,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,37.0,69.0,1,0,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,303,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,7,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16.0,26.0,160.0,1,1,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,307,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,27,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,10.0,258.0,1,0,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,347,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,24,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-97.0,241.0,1,1,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,355,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,40,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11.0,17.0,112.0,1,1,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,376,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,48,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-11.0,19.0,1,1,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,379,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,21,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10.0,0.0,102.0,1,0,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,424,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,23,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16.0,163.0,14.0,1,1,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,430,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,17,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27.0,24.0,277.0,1,0,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,463,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,0.0,260.0,1,0,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201163,469,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,38,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,6.0,12.0,1,1,20130409,GSW,MIN,2012-13
Shot Chart Detail,0021201175,20,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,20,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,12.0,12.0,1,1,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,69,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,23,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18.0,-133.0,129.0,1,1,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,71,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,57,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-152.0,201.0,1,0,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,101,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,48,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,6.0,41.0,1,1,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,170,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,4,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-183.0,168.0,1,1,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,207,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,50,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-210.0,146.0,1,1,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,242,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,7,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19.0,132.0,140.0,1,0,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,245,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,43,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,15.0,47.0,1,0,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,252,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,1,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21.0,-27.0,214.0,1,1,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,266,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,9,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,-10.0,50.0,1,0,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,278,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,14,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,119.0,236.0,1,0,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,307,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,32,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27.0,-127.0,242.0,1,1,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,314,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16.0,108.0,131.0,1,0,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,384,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17.0,-122.0,131.0,1,0,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,399,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,22,Made Shot,Running Bank shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9.0,88.0,31.0,1,1,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,407,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,51,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10.0,-2.0,101.0,1,0,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,412,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,31,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17.0,-67.0,157.0,1,1,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201175,438,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,29.0,268.0,1,0,20130411,GSW,OKC,2012-13
Shot Chart Detail,0021201189,7,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17.0,-161.0,75.0,1,0,20130412,LAL,GSW,2012-13
Shot Chart Detail,0021201189,18,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,53,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9.0,-86.0,41.0,1,1,20130412,LAL,GSW,2012-13
Shot Chart Detail,0021201189,25,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,26,Made Shot,Pullup Bank shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10.0,91.0,44.0,1,1,20130412,LAL,GSW,2012-13
Shot Chart Detail,0021201189,27,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,31.0,255.0,1,1,20130412,LAL,GSW,2012-13
Shot Chart Detail,0021201189,35,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,33,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18.0,4.0,181.0,1,1,20130412,LAL,GSW,2012-13
Shot Chart Detail,0021201189,41,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,89.0,236.0,1,1,20130412,LAL,GSW,2012-13
Shot Chart Detail,0021201189,43,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,35,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,18.0,12.0,1,1,20130412,LAL,GSW,2012-13
Shot Chart Detail,0021201189,46,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,133.0,224.0,1,0,20130412,LAL,GSW,2012-13
Shot Chart Detail,0021201189,67,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,176.0,181.0,1,1,20130412,LAL,GSW,2012-13
Shot Chart Detail,0021201189,91,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-212.0,137.0,1,1,20130412,LAL,GSW,2012-13
Shot Chart Detail,0021201189,97,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,29,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,10.0,20.0,1,0,20130412,LAL,GSW,2012-13
