,,Restricted Area,Restricted Area,Restricted Area,In The Paint (Non-RA),In The Paint (Non-RA),In The Paint (Non-RA),Mid-Range,Mid-Range,Mid-Range,Left Corner 3,Left Corner 3,Left Corner 3,Right Corner 3,Right Corner 3,Right Corner 3,Above the Break 3,Above the Break 3,Above the Break 3,Backcourt,Backcourt,Backcourt,Corner 3,Corner 3,Corner 3,SEASON
TEAM_ID,TEAM_NAME,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,
1610612752,New York Knicks,1423,2456,0.579,383,1027,0.373,508,1344,0.378,70,207,0.338,80,228,0.351,670,1972,0.34,0,7,0.0,150,435,0.345,2018-19
1610612760,Oklahoma City Thunder,1722,2785,0.618,402,1087,0.37,442,1162,0.38,118,338,0.349,153,383,0.399,658,1930,0.341,2,21,0.095,271,721,0.376,2018-19
1610612753,Orlando Magic,1337,2092,0.639,468,1152,0.406,575,1432,0.402,123,333,0.369,79,197,0.401,734,2078,0.353,0,23,0.0,202,530,0.381,2018-19
1610612755,Philadelphia 76ers,1555,2361,0.659,470,1167,0.403,495,1236,0.4,77,187,0.412,99,280,0.354,711,1991,0.357,0,11,0.0,176,467,0.377,2018-19
1610612756,Phoenix Suns,1506,2384,0.632,534,1241,0.43,460,1142,0.403,100,293,0.341,96,296,0.324,592,1794,0.33,1,14,0.071,196,589,0.333,2018-19
1610612757,Portland Trail Blazers,1617,2678,0.604,404,981,0.412,545,1251,0.436,82,211,0.389,65,196,0.332,757,2102,0.36,0,8,0.0,147,407,0.361,2018-19
1610612758,Sacramento Kings,1552,2464,0.63,574,1468,0.391,490,1252,0.391,111,277,0.401,95,244,0.389,719,1915,0.375,0,17,0.0,206,521,0.395,2018-19
1610612759,San Antonio Spurs,1146,1759,0.652,627,1380,0.454,883,2039,0.433,92,204,0.451,102,221,0.462,618,1630,0.379,0,15,0.0,194,425,0.456,2018-19
1610612761,Toronto Raptors,1501,2349,0.639,487,1135,0.429,458,1053,0.435,171,403,0.424,166,388,0.428,677,1962,0.345,0,15,0.0,337,791,0.426,2018-19
1610612762,Utah Jazz,1656,2544,0.651,385,1023,0.376,280,724,0.387,168,424,0.396,149,414,0.36,675,1934,0.349,1,19,0.053,317,838,0.378,2018-19
1610612764,Washington Wizards,1681,2523,0.666,371,944,0.393,475,1189,0.399,97,303,0.32,132,324,0.407,700,2092,0.335,0,12,0.0,229,627,0.365,2018-19
1610612737,Atlanta Hawks,1255,1958,0.641,434,1098,0.395,229,597,0.384,90,245,0.367,86,275,0.313,629,1882,0.334,0,12,0.0,176,520,0.338,2019-20
1610612738,Boston Celtics,1302,2087,0.624,417,1059,0.394,347,814,0.426,112,266,0.421,73,215,0.34,720,1985,0.363,0,22,0.0,185,481,0.385,2019-20
1610612751,Brooklyn Nets,1448,2339,0.619,336,913,0.368,185,504,0.367,118,306,0.386,116,318,0.365,705,2105,0.335,0,13,0.0,234,624,0.375,2019-20
1610612766,Charlotte Hornets,1162,1962,0.592,348,985,0.353,131,409,0.32,104,256,0.406,82,221,0.371,598,1739,0.344,0,14,0.0,186,477,0.39,2019-20
1610612741,Chicago Bulls,1293,2148,0.602,315,839,0.375,173,493,0.351,128,330,0.388,77,204,0.377,587,1736,0.338,0,12,0.0,205,534,0.384,2019-20
1610612739,Cleveland Cavaliers,1147,1889,0.607,454,1053,0.431,291,707,0.412,89,226,0.394,80,195,0.41,558,1638,0.341,0,7,0.0,169,421,0.401,2019-20
1610612742,Dallas Mavericks,1263,1875,0.674,418,1064,0.393,308,744,0.414,118,303,0.389,154,367,0.42,863,2400,0.36,0,19,0.0,272,670,0.406,2019-20
1610612743,Denver Nuggets,1356,2074,0.654,461,1160,0.397,454,1028,0.442,111,271,0.41,92,231,0.398,595,1706,0.349,0,18,0.0,203,502,0.404,2019-20
1610612765,Detroit Pistons,1203,1918,0.627,389,1046,0.372,214,542,0.395,138,312,0.442,129,324,0.398,521,1503,0.347,1,13,0.077,267,636,0.42,2019-20
1610612744,Golden State Warriors,1029,1645,0.626,394,1026,0.384,409,1028,0.398,86,209,0.411,71,189,0.376,521,1622,0.321,0,11,0.0,157,398,0.394,2019-20
1610612745,Houston Rockets,1398,2180,0.641,253,677,0.374,161,398,0.405,157,390,0.403,163,447,0.365,804,2410,0.334,0,10,0.0,320,837,0.382,2019-20
1610612754,Indiana Pacers,1352,2160,0.626,448,986,0.454,532,1265,0.421,103,281,0.367,91,210,0.433,549,1545,0.355,0,10,0.0,194,491,0.395,2019-20
1610612746,LA Clippers,1277,2007,0.636,441,1045,0.422,383,970,0.395,128,315,0.406,128,326,0.393,635,1751,0.363,0,11,0.0,256,641,0.399,2019-20
1610612747,Los Angeles Lakers,1564,2266,0.69,310,812,0.382,350,951,0.368,138,310,0.445,111,305,0.364,533,1615,0.33,0,10,0.0,249,615,0.405,2019-20
1610612763,Memphis Grizzlies,1358,2120,0.641,681,1523,0.447,270,696,0.388,98,253,0.387,95,260,0.365,604,1770,0.341,0,12,0.0,193,513,0.376,2019-20
1610612748,Miami Heat,1214,1815,0.669,387,945,0.41,300,817,0.367,130,310,0.419,113,328,0.345,736,1926,0.382,0,19,0.0,243,638,0.381,2019-20
1610612749,Milwaukee Bucks,1422,2106,0.675,377,927,0.407,356,767,0.464,122,306,0.399,113,303,0.373,770,2220,0.347,0,9,0.0,235,609,0.386,2019-20
1610612750,Minnesota Timberwolves,1268,2038,0.622,305,870,0.351,160,419,0.382,84,249,0.337,69,208,0.332,699,2070,0.338,1,11,0.091,153,457,0.335,2019-20
1610612740,New Orleans Pelicans,1462,2302,0.635,332,885,0.375,291,757,0.384,127,340,0.374,139,320,0.434,714,1975,0.362,0,19,0.0,266,660,0.403,2019-20
1610612752,New York Knicks,1250,2058,0.607,354,913,0.388,406,1058,0.384,83,235,0.353,67,175,0.383,478,1450,0.33,0,7,0.0,150,410,0.366,2019-20
1610612760,Oklahoma City Thunder,1186,1851,0.641,459,1147,0.4,464,990,0.469,87,244,0.357,69,205,0.337,613,1700,0.361,1,19,0.053,156,449,0.347,2019-20
1610612753,Orlando Magic,1212,1919,0.632,445,1108,0.402,407,1089,0.374,100,237,0.422,41,126,0.325,665,1964,0.339,1,25,0.04,141,363,0.388,2019-20
1610612755,Philadelphia 76ers,1277,1962,0.651,457,1103,0.414,418,1047,0.399,107,252,0.425,88,227,0.388,653,1815,0.36,0,11,0.0,195,479,0.407,2019-20
1610612756,Phoenix Suns,1342,2107,0.637,401,968,0.414,433,1039,0.417,105,286,0.367,111,291,0.381,614,1730,0.355,0,8,0.0,216,577,0.374,2019-20
1610612757,Portland Trail Blazers,1239,2050,0.604,413,982,0.421,519,1195,0.434,97,226,0.429,110,267,0.412,744,2017,0.369,0,12,0.0,207,493,0.42,2019-20
1610612758,Sacramento Kings,1227,1910,0.642,465,1128,0.412,336,814,0.413,122,301,0.405,103,272,0.379,689,1931,0.357,1,8,0.125,225,573,0.393,2019-20
1610612759,San Antonio Spurs,1059,1646,0.643,489,1130,0.433,687,1554,0.442,96,245,0.392,83,196,0.423,581,1566,0.371,0,13,0.0,179,441,0.406,2019-20
1610612761,Toronto Raptors,1375,2250,0.611,308,808,0.381,220,615,0.358,124,320,0.388,111,294,0.378,759,2032,0.374,0,12,0.0,235,614,0.383,2019-20
1610612762,Utah Jazz,1213,1857,0.653,483,1194,0.405,228,544,0.419,131,333,0.393,158,371,0.426,672,1811,0.371,1,20,0.05,289,704,0.411,2019-20
1610612764,Washington Wizards,1288,2004,0.643,355,982,0.362,483,1215,0.398,96,223,0.43,68,197,0.345,699,1905,0.367,1,18,0.056,164,420,0.39,2019-20
1610612737,Atlanta Hawks,1164,1850,0.629,557,1286,0.433,321,745,0.431,102,234,0.436,108,299,0.361,685,1859,0.368,0,8,0.0,210,533,0.394,2020-21
1610612738,Boston Celtics,1157,1739,0.665,508,1202,0.423,341,841,0.405,119,293,0.406,89,238,0.374,771,2072,0.372,0,16,0.0,208,531,0.392,2020-21
1610612751,Brooklyn Nets,1274,1934,0.659,497,1075,0.462,315,681,0.463,106,250,0.424,135,339,0.398,779,2001,0.389,0,9,0.0,241,589,0.409,2020-21
1610612766,Charlotte Hornets,1252,2078,0.603,402,961,0.418,236,619,0.381,134,339,0.395,123,283,0.435,728,2033,0.358,0,11,0.0,257,622,0.413,2020-21
1610612741,Chicago Bulls,1296,2003,0.647,482,1089,0.443,353,844,0.418,151,344,0.439,99,248,0.399,653,1840,0.355,1,12,0.083,250,592,0.422,2020-21
1610612739,Cleveland Cavaliers,1304,2153,0.606,532,1282,0.415,223,599,0.372,95,266,0.357,86,226,0.381,538,1645,0.327,0,4,0.0,181,492,0.368,2020-21
1610612742,Dallas Mavericks,1121,1649,0.68,469,1043,0.45,374,851,0.439,112,299,0.375,109,293,0.372,772,2138,0.361,1,14,0.071,221,592,0.373,2020-21
1610612743,Denver Nuggets,1226,1817,0.675,562,1219,0.461,399,924,0.432,132,294,0.449,109,269,0.405,686,1883,0.364,0,16,0.0,241,563,0.428,2020-21
1610612765,Detroit Pistons,1282,2026,0.633,425,1123,0.378,245,646,0.379,115,322,0.357,83,251,0.331,633,1789,0.354,0,5,0.0,198,573,0.346,2020-21
1610612744,Golden State Warriors,1222,1824,0.67,413,979,0.422,293,763,0.384,127,324,0.392,123,296,0.416,794,2145,0.37,1,16,0.063,250,620,0.403,2020-21
1610612745,Houston Rockets,1387,2157,0.643,295,799,0.369,152,494,0.308,142,375,0.379,110,336,0.327,739,2202,0.336,1,9,0.111,252,711,0.354,2020-21
1610612754,Indiana Pacers,1482,2376,0.624,461,1078,0.428,283,668,0.424,118,283,0.417,104,254,0.409,667,1902,0.351,0,6,0.0,222,537,0.413,2020-21
1610612746,LA Clippers,1065,1632,0.653,454,1060,0.428,464,1056,0.439,179,375,0.477,163,358,0.455,684,1749,0.391,0,12,0.0,342,733,0.467,2020-21
1610612747,Los Angeles Lakers,1391,2074,0.671,407,982,0.414,333,895,0.372,109,318,0.343,104,267,0.39,581,1652,0.352,0,9,0.0,213,585,0.364,2020-21
1610612763,Memphis Grizzlies,1218,1916,0.636,791,1802,0.439,274,633,0.433,147,365,0.403,86,246,0.35,569,1642,0.347,0,4,0.0,233,611,0.381,2020-21
1610612748,Miami Heat,1219,1782,0.684,379,911,0.416,294,730,0.403,116,324,0.358,118,338,0.349,698,1930,0.362,0,14,0.0,234,662,0.353,2020-21
1610612749,Milwaukee Bucks,1305,1932,0.675,451,1018,0.443,427,993,0.43,120,274,0.438,120,314,0.382,798,2070,0.386,0,9,0.0,240,588,0.408,2020-21
1610612750,Minnesota Timberwolves,1382,2244,0.616,393,988,0.398,220,619,0.355,132,353,0.374,87,247,0.352,718,2087,0.344,0,8,0.0,219,600,0.365,2020-21
1610612740,New Orleans Pelicans,1547,2441,0.634,412,1010,0.408,340,771,0.441,96,264,0.364,100,288,0.347,562,1621,0.347,3,17,0.176,196,552,0.355,2020-21
1610612752,New York Knicks,1106,1849,0.598,477,1192,0.4,411,1025,0.401,132,320,0.413,143,322,0.444,570,1512,0.377,0,5,0.0,275,642,0.428,2020-21
1610612760,Oklahoma City Thunder,1247,2083,0.599,471,1168,0.403,223,565,0.395,113,301,0.375,78,215,0.363,662,1990,0.333,1,16,0.063,191,516,0.37,2020-21
1610612753,Orlando Magic,985,1616,0.61,512,1350,0.379,473,1173,0.403,85,228,0.373,47,143,0.329,652,1903,0.343,0,10,0.0,132,371,0.356,2020-21
1610612755,Philadelphia 76ers,1138,1802,0.632,565,1256,0.45,466,1029,0.453,96,272,0.353,152,326,0.466,564,1564,0.361,0,8,0.0,248,598,0.415,2020-21
1610612756,Phoenix Suns,1054,1560,0.676,578,1156,0.5,546,1152,0.474,152,348,0.437,150,344,0.436,638,1786,0.357,0,11,0.0,302,692,0.436,2020-21
1610612757,Portland Trail Blazers,1126,1851,0.608,290,785,0.369,426,987,0.432,103,229,0.45,97,280,0.346,931,2416,0.385,0,10,0.0,200,509,0.393,2020-21
1610612758,Sacramento Kings,1265,1882,0.672,654,1430,0.457,274,671,0.408,129,298,0.433,102,246,0.415,643,1843,0.349,0,12,0.0,231,544,0.425,2020-21
1610612759,San Antonio Spurs,1182,1880,0.629,539,1288,0.418,577,1304,0.442,85,237,0.359,76,199,0.382,555,1605,0.346,0,5,0.0,161,436,0.369,2020-21
1610612761,Toronto Raptors,1181,1893,0.624,390,1012,0.385,249,649,0.384,128,343,0.373,127,326,0.39,784,2149,0.365,0,11,0.0,255,669,0.381,2020-21
1610612762,Utah Jazz,1062,1631,0.651,529,1172,0.451,175,443,0.395,166,416,0.399,177,440,0.402,862,2229,0.387,0,13,0.0,343,856,0.401,2020-21
1610612764,Washington Wizards,1178,1766,0.667,721,1508,0.478,476,1188,0.401,103,285,0.361,82,229,0.358,548,1562,0.351,0,9,0.0,185,514,0.36,2020-21
1610612737,Atlanta Hawks,1303,2033,0.641,569,1315,0.433,474,1074,0.441,144,309,0.466,136,352,0.386,774,2144,0.361,1,14,0.071,280,661,0.424,2021-22
1610612738,Boston Celtics,1373,1974,0.696,535,1270,0.421,349,884,0.395,136,387,0.351,157,350,0.449,791,2292,0.345,0,10,0.0,293,737,0.398,2021-22
1610612751,Brooklyn Nets,1289,2041,0.632,595,1301,0.457,618,1310,0.472,126,331,0.381,127,311,0.408,687,1950,0.352,0,7,0.0,253,642,0.394,2021-22
1610612766,Charlotte Hornets,1645,2546,0.646,462,1190,0.388,260,637,0.408,196,512,0.383,149,413,0.361,796,2179,0.365,0,20,0.0,345,925,0.373,2021-22
1610612741,Chicago Bulls,1355,2079,0.652,521,1141,0.457,677,1553,0.436,138,353,0.391,139,317,0.438,591,1666,0.355,1,18,0.056,277,670,0.413,2021-22
1610612739,Cleveland Cavaliers,1473,2208,0.667,511,1261,0.405,319,788,0.405,121,343,0.353,104,313,0.332,726,2018,0.36,1,9,0.111,225,656,0.343,2021-22
1610612742,Dallas Mavericks,1187,1711,0.694,573,1270,0.451,391,946,0.413,171,437,0.391,157,394,0.398,743,2210,0.336,0,14,0.0,328,831,0.395,2021-22
1610612743,Denver Nuggets,1467,2121,0.692,553,1173,0.471,357,841,0.424,180,436,0.413,126,365,0.345,733,2120,0.346,0,23,0.0,306,801,0.382,2021-22
1610612765,Detroit Pistons,1393,2287,0.609,477,1237,0.386,334,904,0.369,165,460,0.359,123,341,0.361,637,2018,0.316,0,20,0.0,288,801,0.36,2021-22
1610612744,Golden State Warriors,1326,1893,0.7,505,1152,0.438,321,822,0.391,146,408,0.358,102,320,0.319,922,2468,0.374,1,24,0.042,248,728,0.341,2021-22
1610612745,Houston Rockets,1628,2540,0.641,376,998,0.377,120,378,0.317,118,339,0.348,83,239,0.347,904,2571,0.352,0,18,0.0,201,578,0.348,2021-22
1610612754,Indiana Pacers,1524,2355,0.647,515,1174,0.439,363,910,0.399,169,417,0.405,117,337,0.347,710,2120,0.335,0,25,0.0,286,754,0.379,2021-22
1610612746,LA Clippers,1182,1821,0.649,599,1348,0.444,457,1200,0.381,131,315,0.416,136,326,0.417,780,2145,0.364,0,15,0.0,267,641,0.417,2021-22
1610612747,Los Angeles Lakers,1663,2483,0.67,355,925,0.384,416,1050,0.396,130,347,0.375,132,343,0.385,719,2126,0.338,0,5,0.0,262,690,0.38,2021-22
1610612763,Memphis Grizzlies,1527,2378,0.642,833,1984,0.42,265,704,0.376,142,377,0.377,99,273,0.363,705,2010,0.351,0,13,0.0,241,650,0.371,2021-22
1610612748,Miami Heat,1221,1858,0.657,542,1212,0.447,371,952,0.39,200,489,0.409,182,423,0.43,730,1997,0.366,0,23,0.0,382,912,0.419,2021-22
1610612749,Milwaukee Bucks,1363,2009,0.678,481,1152,0.418,433,1023,0.423,166,401,0.414,141,381,0.37,845,2354,0.359,0,11,0.0,307,782,0.393,2021-22
1610612750,Minnesota Timberwolves,1479,2285,0.647,476,1146,0.415,250,660,0.379,187,451,0.415,128,341,0.375,891,2557,0.348,0,18,0.0,315,792,0.398,2021-22
1610612740,New Orleans Pelicans,1412,2222,0.635,572,1309,0.437,441,1061,0.416,139,354,0.393,102,303,0.337,626,1945,0.322,2,18,0.111,241,657,0.367,2021-22
1610612752,New York Knicks,1270,2050,0.62,433,1131,0.383,308,868,0.355,159,395,0.403,110,298,0.369,808,2320,0.348,0,7,0.0,269,693,0.388,2021-22
1610612760,Oklahoma City Thunder,1202,1991,0.604,720,1670,0.431,229,587,0.39,127,394,0.322,101,275,0.367,762,2384,0.32,0,9,0.0,228,669,0.341,2021-22
1610612753,Orlando Magic,1319,2079,0.634,544,1352,0.402,279,796,0.351,160,393,0.407,95,271,0.351,742,2333,0.318,0,16,0.0,255,664,0.384,2021-22
1610612755,Philadelphia 76ers,1293,1950,0.663,552,1336,0.413,439,1056,0.416,123,308,0.399,143,373,0.383,680,1897,0.358,0,12,0.0,266,681,0.391,2021-22
1610612756,Phoenix Suns,1160,1694,0.685,880,1753,0.502,593,1329,0.446,119,323,0.368,160,393,0.407,669,1885,0.355,0,12,0.0,279,716,0.39,2021-22
1610612757,Portland Trail Blazers,1319,2187,0.603,478,1140,0.419,325,806,0.403,122,339,0.36,125,323,0.387,792,2338,0.339,0,11,0.0,247,662,0.373,2021-22
1610612758,Sacramento Kings,1384,2108,0.657,625,1504,0.416,376,892,0.422,122,343,0.356,116,278,0.417,697,2085,0.334,1,13,0.077,238,621,0.383,2021-22
1610612759,San Antonio Spurs,1396,2168,0.644,789,1745,0.452,440,1070,0.411,117,336,0.348,119,301,0.395,684,1967,0.348,1,14,0.071,236,637,0.37,2021-22
1610612761,Toronto Raptors,1267,2010,0.63,664,1570,0.423,427,1115,0.383,140,356,0.393,143,357,0.401,689,2065,0.334,2,16,0.125,283,713,0.397,2021-22
1610612762,Utah Jazz,1303,1881,0.693,660,1446,0.456,176,438,0.402,135,377,0.358,187,475,0.394,865,2436,0.355,1,14,0.071,322,852,0.378,2021-22
1610612764,Washington Wizards,1417,2025,0.7,595,1463,0.407,456,1058,0.431,142,347,0.409,116,305,0.38,601,1847,0.325,0,11,0.0,258,652,0.396,2021-22
1610612737,Atlanta Hawks,1479,2224,0.665,747,1642,0.455,551,1207,0.457,139,385,0.361,114,308,0.37,628,1800,0.349,0,8,0.0,253,693,0.365,2022-23
1610612738,Boston Celtics,1352,1963,0.689,550,1231,0.447,246,596,0.413,163,412,0.396,168,407,0.413,981,2657,0.369,0,12,0.0,331,819,0.404,2022-23
1610612751,Brooklyn Nets,1227,1840,0.667,578,1251,0.462,547,1118,0.489,143,361,0.396,132,335,0.394,772,2067,0.373,0,6,0.0,275,696,0.395,2022-23
1610612766,Charlotte Hornets,1601,2482,0.645,574,1475,0.389,329,788,0.418,139,411,0.338,113,310,0.365,629,1937,0.325,0,10,0.0,252,721,0.35,2022-23
1610612741,Chicago Bulls,1487,2227,0.668,499,1064,0.469,651,1462,0.445,148,371,0.399,105,273,0.385,598,1715,0.349,0,4,0.0,253,644,0.393,2022-23
1610612739,Cleveland Cavaliers,1520,2215,0.686,644,1442,0.447,295,741,0.398,115,317,0.363,127,341,0.372,707,1918,0.369,0,10,0.0,242,658,0.368,2022-23
1610612742,Dallas Mavericks,1222,1807,0.676,533,1080,0.494,284,668,0.425,199,460,0.433,180,486,0.37,864,2383,0.363,1,25,0.04,379,946,0.401,2022-23
1610612743,Denver Nuggets,1682,2377,0.708,575,1261,0.456,350,895,0.391,141,371,0.38,129,294,0.439,695,1863,0.373,2,27,0.074,270,665,0.406,2022-23
1610612765,Detroit Pistons,1287,2002,0.643,620,1500,0.413,407,986,0.413,137,371,0.369,136,363,0.375,657,1905,0.345,0,13,0.0,273,734,0.372,2022-23
1610612744,Golden State Warriors,1224,1749,0.7,616,1297,0.475,335,811,0.413,147,400,0.368,145,337,0.43,1070,2776,0.385,1,23,0.043,292,737,0.396,2022-23
1610612745,Houston Rockets,1586,2467,0.643,663,1608,0.412,225,594,0.379,95,250,0.38,73,216,0.338,687,2138,0.321,0,14,0.0,168,466,0.361,2022-23
1610612754,Indiana Pacers,1526,2386,0.64,507,1217,0.417,300,713,0.421,132,361,0.366,148,368,0.402,829,2284,0.363,2,16,0.125,280,729,0.384,2022-23
1610612746,LA Clippers,1287,1970,0.653,580,1281,0.453,462,1077,0.429,143,392,0.365,142,320,0.444,755,2005,0.377,1,15,0.067,285,712,0.4,2022-23
1610612747,Los Angeles Lakers,1674,2439,0.686,562,1289,0.436,398,1016,0.392,113,328,0.345,124,323,0.384,645,1895,0.34,0,8,0.0,237,651,0.364,2022-23
1610612763,Memphis Grizzlies,1579,2429,0.65,814,1790,0.455,207,527,0.393,169,437,0.387,102,292,0.349,713,2061,0.346,1,15,0.067,271,729,0.372,2022-23
1610612748,Miami Heat,1143,1741,0.657,758,1580,0.48,335,821,0.408,151,417,0.362,141,373,0.378,687,2051,0.335,0,8,0.0,292,790,0.37,2022-23
1610612749,Milwaukee Bucks,1416,2057,0.688,468,1088,0.43,403,963,0.418,144,390,0.369,153,402,0.381,920,2500,0.368,0,11,0.0,297,792,0.375,2022-23
1610612750,Minnesota Timberwolves,1642,2397,0.685,584,1346,0.434,300,707,0.424,147,367,0.401,121,326,0.371,721,2004,0.36,0,20,0.0,268,693,0.387,2022-23
1610612740,New Orleans Pelicans,1528,2293,0.666,660,1516,0.435,361,907,0.398,108,281,0.384,115,315,0.365,675,1850,0.365,0,18,0.0,223,596,0.374,2022-23
1610612752,New York Knicks,1457,2238,0.651,680,1472,0.462,277,702,0.395,169,418,0.404,147,416,0.353,714,2074,0.344,0,8,0.0,316,834,0.379,2022-23
1610612760,Oklahoma City Thunder,1589,2543,0.625,674,1594,0.423,277,663,0.418,141,363,0.388,96,234,0.41,756,2181,0.347,0,12,0.0,237,597,0.397,2022-23
1610612753,Orlando Magic,1481,2213,0.669,571,1338,0.427,388,972,0.399,130,313,0.415,98,246,0.398,655,1983,0.33,0,9,0.0,228,559,0.408,2022-23
1610612755,Philadelphia 76ers,1364,2088,0.653,598,1338,0.447,351,773,0.454,141,375,0.376,156,367,0.425,737,1916,0.385,0,13,0.0,297,742,0.4,2022-23
1610612756,Phoenix Suns,1120,1709,0.655,768,1718,0.447,564,1288,0.438,197,439,0.449,139,360,0.386,665,1861,0.357,0,13,0.0,336,799,0.421,2022-23
1610612757,Portland Trail Blazers,1518,2343,0.648,438,1051,0.417,305,718,0.425,104,301,0.346,125,333,0.375,827,2246,0.368,0,9,0.0,229,634,0.361,2022-23
1610612758,Sacramento Kings,1517,2184,0.695,628,1317,0.477,302,675,0.447,164,404,0.406,124,323,0.384,838,2320,0.361,0,9,0.0,288,727,0.396,2022-23
1610612759,San Antonio Spurs,1539,2382,0.646,742,1720,0.431,342,853,0.401,124,322,0.385,97,272,0.357,689,2026,0.34,0,18,0.0,221,594,0.372,2022-23
1610612761,Toronto Raptors,1455,2198,0.662,714,1663,0.429,388,1007,0.385,138,368,0.375,127,363,0.35,612,1869,0.327,0,21,0.0,265,731,0.363,2022-23
1610612762,Utah Jazz,1377,2048,0.672,801,1696,0.472,216,528,0.409,140,337,0.415,157,384,0.409,794,2357,0.337,0,15,0.0,297,721,0.412,2022-23
1610612764,Washington Wizards,1419,1972,0.72,681,1576,0.432,435,984,0.442,141,344,0.41,97,252,0.385,681,1983,0.343,2,16,0.125,238,596,0.399,2022-23
1610612737,Atlanta Hawks,1384,2221,0.623,675,1533,0.44,345,737,0.468,174,483,0.36,156,386,0.404,795,2209,0.36,0,15,0.0,330,869,0.38,2023-24
1610612738,Boston Celtics,1387,1974,0.703,542,1195,0.454,321,745,0.431,159,378,0.421,170,387,0.439,1021,2706,0.377,1,11,0.091,329,765,0.43,2023-24
1610612751,Brooklyn Nets,1385,2146,0.645,565,1387,0.407,295,764,0.386,173,408,0.424,165,414,0.399,750,2165,0.346,1,23,0.043,338,822,0.411,2023-24
1610612766,Charlotte Hornets,1412,2164,0.652,551,1320,0.417,329,861,0.382,124,357,0.347,108,285,0.379,757,2125,0.356,0,21,0.0,232,642,0.361,2023-24
1610612741,Chicago Bulls,1392,2238,0.622,592,1276,0.464,522,1194,0.437,151,384,0.393,140,371,0.377,651,1865,0.349,0,11,0.0,291,755,0.385,2023-24
1610612739,Cleveland Cavaliers,1478,2247,0.658,576,1315,0.438,263,569,0.462,141,392,0.36,138,361,0.382,828,2252,0.368,1,11,0.091,279,753,0.371,2023-24
1610612742,Dallas Mavericks,1367,1933,0.707,577,1257,0.459,394,920,0.428,169,487,0.347,166,437,0.38,862,2302,0.374,0,16,0.0,335,924,0.363,2023-24
1610612743,Denver Nuggets,1527,2344,0.651,667,1368,0.488,458,1007,0.455,126,349,0.361,118,286,0.413,714,1901,0.376,0,24,0.0,244,635,0.384,2023-24
1610612765,Detroit Pistons,1391,2160,0.644,658,1539,0.428,398,934,0.426,112,357,0.314,154,378,0.407,640,1847,0.347,0,21,0.0,266,735,0.362,2023-24
1610612744,Golden State Warriors,1319,1876,0.703,673,1525,0.441,379,925,0.41,110,305,0.361,105,252,0.417,995,2617,0.38,1,15,0.067,215,557,0.386,2023-24
1610612745,Houston Rockets,1476,2307,0.64,572,1376,0.416,335,813,0.412,100,263,0.38,111,272,0.408,831,2400,0.346,0,28,0.0,211,535,0.394,2023-24
1610612754,Indiana Pacers,1678,2448,0.685,697,1473,0.473,398,788,0.505,131,332,0.395,160,380,0.421,791,2167,0.365,0,11,0.0,291,712,0.409,2023-24
1610612746,LA Clippers,1361,2030,0.67,706,1465,0.482,370,894,0.414,156,373,0.418,139,347,0.401,741,1990,0.372,0,9,0.0,295,720,0.41,2023-24
1610612747,Los Angeles Lakers,1688,2333,0.724,593,1418,0.418,330,855,0.386,151,379,0.398,114,306,0.373,704,1871,0.376,0,15,0.0,265,685,0.387,2023-24
1610612763,Memphis Grizzlies,1265,2089,0.606,622,1526,0.408,187,516,0.362,153,431,0.355,125,366,0.342,793,2280,0.348,0,21,0.0,278,797,0.349,2023-24
1610612748,Miami Heat,1111,1751,0.634,824,1695,0.486,309,813,0.38,171,425,0.402,153,399,0.383,698,1927,0.362,0,12,0.0,324,824,0.393,2023-24
1610612749,Milwaukee Bucks,1475,2084,0.708,459,1072,0.428,441,980,0.45,160,393,0.407,182,438,0.416,821,2281,0.36,0,10,0.0,342,831,0.412,2023-24
1610612750,Minnesota Timberwolves,1438,2130,0.675,644,1487,0.433,264,676,0.391,172,422,0.408,149,364,0.409,715,1878,0.381,1,17,0.059,321,786,0.408,2023-24
1610612740,New Orleans Pelicans,1443,2190,0.659,661,1498,0.441,357,803,0.445,141,329,0.429,172,406,0.424,709,1917,0.37,1,22,0.045,313,735,0.426,2023-24
1610612752,New York Knicks,1330,2107,0.631,676,1472,0.459,296,756,0.392,172,441,0.39,168,395,0.425,742,2093,0.355,1,8,0.125,340,836,0.407,2023-24
1610612760,Oklahoma City Thunder,1483,2196,0.675,670,1432,0.468,410,891,0.46,184,435,0.423,115,288,0.399,791,2077,0.381,0,5,0.0,299,723,0.414,2023-24
1610612753,Orlando Magic,1605,2389,0.672,518,1230,0.421,292,777,0.376,139,376,0.37,118,324,0.364,646,1851,0.349,0,17,0.0,257,700,0.367,2023-24
1610612755,Philadelphia 76ers,1449,2296,0.631,615,1466,0.42,348,836,0.416,122,315,0.387,124,305,0.407,746,2105,0.354,0,8,0.0,246,620,0.397,2023-24
1610612756,Phoenix Suns,1277,1892,0.675,647,1366,0.474,538,1134,0.474,158,373,0.424,121,315,0.384,741,1981,0.374,0,2,0.0,279,688,0.406,2023-24
